Captura,Entrada,AG
1,0,0
2,0,0.289825619387551
3,0,0.690314591238292
4,0,1.10685583513869
5,0,1.52559359793049
6,0.235,1.94445471503596
7,0.469,2.36308535548068
8,0.704,2.78138282283792
9,1.056,3.19928139820157
10,1.525,3.61672115092657
11,1.877,4.03364344437039
12,2.346,4.44999033593196
13,2.698,4.86570454462666
14,2.933,5.28072950073707
15,3.402,5.69500940663247
16,3.871,6.10848929833355
17,4.575,6.52111510622305
18,5.044,6.93283371458966
19,5.513,7.34359301987974
20,5.983,7.75334198755796
21,6.804,8.16203070748133
22,7.273,8.56961044769099
23,7.859,8.97603370652601
24,8.446,9.38125426296254
25,8.915,9.78522722508207
26,9.854,10.1879090765718
27,10.675,10.5892577211609
28,11.144,10.989232524896
29,11.848,11.3877943561607
30,12.552,11.7849056233432
31,13.021,12.1805303100592
32,14.076,12.5746340078358
33,14.78,12.9671839461674
34,15.367,13.3581490198512
35,16.071,13.7474998135179
36,17.126,14.1352086232717
37,17.83,14.5212494753567
38,18.417,14.9055981417727
39,19.238,15.2882321527639
40,19.942,15.6691308061093
41,20.645,16.0482751731471
42,21.349,16.4256481014717
43,22.053,16.8012342142432
44,23.109,17.175019906059
45,23.93,17.5469933353391
46,24.634,17.9171444131839
47,25.924,18.2854647886715
48,26.745,18.6519478305629
49,27.566,19.0165886053976
50,28.387,19.379383851962
51,29.912,19.7403319521261
52,30.264,20.0994328980482
53,31.085,20.456688255758
54,31.789,20.8121011251324
55,32.258,21.1656760962935
56,32.845,21.5174192024588
57,33.079,21.8673378692891
58,33.197,22.2154408607843
59,33.314,22.5617382217885
60,33.314,22.9062412171719
61,33.314,23.248962267771
62,33.314,23.5899148831709
63,33.079,23.9291135914297
64,32.962,24.2665738658469
65,32.728,24.6023120488931
66,32.61,24.9363452734213
67,32.141,25.2686913812934
68,31.906,25.5993688395597
69,31.672,25.9283966543413
70,31.32,26.2557942825703
71,31.085,26.581581541751
72,30.851,26.9057785179146
73,30.499,27.2284054719434
74,30.147,27.5494827444507
75,29.912,27.8690306594065
76,29.678,28.1870694267059
77,28.857,28.5036190438817
78,28.857,28.8186991971698
79,28.622,29.1323291621375
80,28.387,29.4445277040906
81,28.153,29.7553129784788
82,27.918,30.0647024315205
83,27.801,30.372712701272
84,27.566,30.6793595193666
85,27.449,30.9846576136509
86,27.332,31.2886206119466
87,27.214,31.5912609471652
88,27.097,31.8925897640033
89,27.214,32.192616827445
90,27.214,32.4913504332946
91,27.332,32.788797320964
92,27.449,33.084962588731
93,27.566,33.3798496116867
94,27.801,33.6734599625822
95,27.918,33.9657933357806
96,28.153,34.2568474745178
97,28.622,34.5466181016653
98,28.857,34.8350988541855
99,29.795,35.1222812214618
100,30.381,35.4081544876766
101,30.968,35.6927056784067
102,31.672,35.9759195115915
103,32.376,36.2577783530252
104,33.314,36.5382621765133
105,34.018,36.8173485288224
106,34.722,37.0950124995447
107,35.66,37.3712266959866
108,36.481,37.6459612231808
109,37.068,37.9191836691085
110,37.772,38.1908590952099
111,38.475,38.4609500322466
112,39.062,38.7294164815689
113,39.883,38.9962159218295
114,40.704,39.2613033211716
115,41.173,39.5246311549083
116,41.76,39.7861494286968
117,42.112,40.0458057071988
118,42.464,40.3035451482058
119,42.698,40.5593105421966
120,42.815,40.8130423572793
121,42.815,41.0646787894601
122,42.815,41.3141558181681
123,42.815,41.5614072669518
124,42.815,41.8063648692531
125,42.815,42.0489583391515
126,42.933,42.2891154469585
127,42.933,42.5267620995336
128,42.933,42.7618224251789
129,43.05,42.9942188629608
130,43.05,43.223872256296
131,43.167,43.4507019506284
132,43.285,43.6746258950135
133,43.285,43.8955607474195
134,43.402,44.113421983542
135,43.519,44.3281240089242
136,43.637,44.5395802741636
137,43.989,44.7477033929792
138,44.34,44.9524052629088
139,44.575,45.1535971883947
140,45.044,45.3511900060143
141,45.396,45.5450942116045
142,45.865,45.7352200890245
143,46.452,45.9214778402967
144,47.156,46.1037777168629
145,48.094,46.2820301516889
146,48.798,46.456145891948
147,49.502,46.6260361320134
148,50.206,46.7916126464855
149,51.261,46.9527879229838
150,51.965,47.1094752944275
151,52.669,47.2615890705354
152,53.725,47.4090446682728
153,54.546,47.5517587409758
154,55.25,47.6896493058884
155,55.953,47.8226358698473
156,56.657,47.9506395528565
157,57.361,48.0735832092947
158,57.947,48.1913915465081
159,58.769,48.3039912405409
160,59.707,48.4113110487687
161,60.411,48.5132819191998
162,60.997,48.6098370962233
163,61.701,48.7009122225853
164,62.288,48.786445437386
165,62.757,48.8663774698989
166,63.109,48.9406517290217
167,63.578,49.0092143881784
168,63.578,49.0720144655036
169,63.695,49.1290038991496
170,63.695,49.1801376175669
171,63.813,49.2253736046229
172,63.813,49.2646729594327
173,63.93,49.297999950788
174,63.93,49.3253220660853
175,64.047,49.3466100546628
176,64.047,49.3618379654717
177,64.047,49.370983179018
178,64.047,49.3740264335269
179,64.047,49.3709518452902
180,63.93,49.361746923177
181,63.813,49.3464025772943
182,63.695,49.3249131218032
183,63.343,49.2972762719056
184,62.991,49.2634931350323
185,62.757,49.223568196275
186,62.405,49.1775092981174
187,62.053,49.1253276145355
188,61.818,49.067037619548
189,61.467,49.0026570503101
190,61.115,48.9322068648577
191,60.88,48.8557111946195
192,60.293,48.7731972918267
193,59.942,48.6846954719614
194,59.824,48.5902390513945
195,58.886,48.4898642803765
196,58.769,48.3836102715521
197,58.299,48.2715189241809
198,57.83,48.1536348442551
199,57.596,48.0300052607126
200,57.244,47.9006799379536
201,56.892,47.765711084875
202,56.423,47.6251532606446
203,56.071,47.4790632774418
204,55.719,47.3275001003997
205,55.367,47.1705247449868
206,55.015,47.0082001720704
207,54.311,46.8405911809095
208,53.959,46.6677643003267
209,53.607,46.4897876783104
210,53.021,46.3067309703035
211,52.552,46.1186652264313
212,52.2,45.9256627779257
213,51.613,45.7277971230004
214,51.261,45.5251428124317
215,50.909,45.3177753350977
216,50.44,45.1057710037259
217,49.971,44.8892068410979
218,49.619,44.6681604669542
219,49.15,44.4427099858402
220,48.681,44.2129338761279
221,48.211,43.9789108804429
222,47.859,43.7407198977223
223,46.921,43.4984398771187
224,46.452,43.2521497139629
225,45.865,43.0019281479866
226,45.279,42.7478536640017
227,44.81,42.4900043952211
228,43.871,42.2284580294
229,43.285,41.9632917179655
230,42.815,41.6945819882926
231,42.112,41.4224046592776
232,41.408,41.1468347603435
233,40.821,40.8679464540102
234,39.766,40.5858129621414
235,39.062,40.300506495979
236,38.475,40.0120981900563
237,37.889,39.7206580400761
238,36.833,39.4262548448239
239,36.247,39.1289561521786
240,35.777,38.8288282092693
241,35.308,38.5259359168149
242,34.839,38.2203427876746
243,34.37,37.9121109096233
244,34.135,37.6013009123548
245,33.901,37.2879719387069
246,33.783,36.9721816200889
247,33.783,36.6539860560828
248,33.666,36.333439798178
249,33.666,36.0105958375908
250,33.549,35.6855055971078
251,33.431,35.3582189268846
252,33.431,35.0287841041212
253,33.431,34.6972478365256
254,33.197,34.3636552694717
255,33.079,34.0280499967459
256,33.079,33.6904740747711
257,32.962,33.3509680401905
258,32.728,33.0095709306846
259,32.728,32.6663203088906
