Captura,Entrada,AG
1,0,0
2,0,0.313463255890694
3,0,0.747036176499927
4,0,1.19913938577456
5,0,1.65546338286726
6,0.235,2.11396128530032
7,0.469,2.57420195138764
8,0.704,3.03171450211194
9,1.056,3.49537143465254
10,1.525,3.96256085777509
11,1.877,4.43334542943395
12,2.346,4.90350160086601
13,2.698,5.37505764076988
14,2.933,5.85237928317255
15,3.402,6.33484073463081
16,3.871,6.81963272123175
17,4.575,7.30681349962815
18,5.044,7.79484611160334
19,5.513,8.29067129620133
20,5.983,8.78988446040407
21,6.804,9.29317156385142
22,7.273,9.7994785421008
23,7.859,10.30727048972
24,8.446,10.815929816345
25,8.915,11.326580836839
26,9.854,11.847530368892
27,10.675,12.3796959920282
28,11.144,12.9108049817883
29,11.848,13.442240657312
30,12.552,13.973844577286
31,13.021,14.5063017591305
32,14.076,15.0392401711135
33,14.78,15.570926189015
34,15.367,16.1016962514742
35,16.071,16.6306742885325
36,17.126,17.1563908427097
37,17.83,17.6777936901988
38,18.417,18.1931045348131
39,19.238,18.7011410740079
40,19.942,19.2035751903463
41,20.645,19.6958720293459
42,21.349,20.1804337314462
43,22.053,20.650076249456
44,23.109,21.1062784267059
45,23.93,21.5499826308827
46,24.634,21.9850287576574
47,25.924,22.4132902065072
48,26.745,22.8330645078651
49,27.566,23.2429014644252
50,28.387,23.6418719811769
51,29.912,24.0259633527688
52,30.264,24.4091917268972
53,31.085,24.7737926559095
54,31.789,25.1077372667857
55,32.258,25.4645817745586
56,32.845,25.7926685440703
57,33.079,26.0978141626444
58,33.197,26.3807167232786
59,33.314,26.663741746648
60,33.314,26.9286283460944
61,33.314,27.1798032869703
62,33.314,27.41790471424
63,33.079,27.6443447915965
64,32.962,27.8616429037749
65,32.728,28.0690012949359
66,32.61,28.2621909463537
67,32.141,28.4378226240616
68,31.906,28.5908849464833
69,31.672,28.789022018252
70,31.32,28.9743164312292
71,31.085,29.1460130183178
72,30.851,29.3077490705239
73,30.499,29.4612642334385
74,30.147,29.6080868604399
75,29.912,29.7494760561403
76,29.678,29.8869059304174
77,28.857,30.021987775065
78,28.857,30.1563599447652
79,28.622,30.2915601251886
80,28.387,30.4289206291271
81,28.153,30.5696006752175
82,27.918,30.7147839974432
83,27.801,30.8657732554414
84,27.566,31.0236116602528
85,27.449,31.1787782789454
86,27.332,31.3508625980016
87,27.214,31.5347558775695
88,27.097,31.716667582896
89,27.214,31.8931887169592
90,27.214,32.1306467981104
91,27.332,32.3526859166037
92,27.449,32.5648570568381
93,27.566,32.7828832002504
94,27.801,33.0046169560268
95,27.918,33.2302269305948
96,28.153,33.4616715988106
97,28.622,33.702718465551
98,28.857,33.9530853127325
99,29.795,34.2093708075994
100,30.381,34.4699627025619
101,30.968,34.7349627978634
102,31.672,35.0046626830041
103,32.376,35.2800293188038
104,33.314,35.5628910589214
105,34.018,35.8528856694513
106,34.722,36.1478325398946
107,35.66,36.4464620016183
108,36.481,36.7493028780287
109,37.068,37.0574982767549
110,37.772,37.3712579638431
