Captura,Entrada,AG
1,0,0
2,0,0.294627950203816
3,0,0.702323909941179
4,0,1.12748277092579
5,0,1.55619004217512
6,0.235,1.98718592677484
7,0.469,2.42304517803756
8,0.704,2.85907103593941
9,1.056,3.30199538031126
10,1.525,3.74746133222432
11,1.877,4.18945009544027
12,2.346,4.65098248488394
13,2.698,5.11215299453686
14,2.933,5.57712319451768
15,3.402,6.04965986680287
16,3.871,6.52614723509257
17,4.575,7.00848320043336
18,5.044,7.49860507095328
19,5.513,7.99758627459808
20,5.983,8.50006733370837
21,6.804,9.00767494019152
22,7.273,9.52061152491415
23,7.859,10.036832395113
24,8.446,10.5632523248595
25,8.915,11.0940535394112
26,9.854,11.6308331227815
27,10.675,12.1739490379138
28,11.144,12.7199031192263
29,11.848,13.2712031706384
30,12.552,13.8264598035111
31,13.021,14.3837455160215
32,14.076,14.9419049716038
33,14.78,15.5012518233656
34,15.367,16.0599686966187
35,16.071,16.6235311142374
36,17.126,17.1748159091329
37,17.83,17.7252508489021
38,18.417,18.2728342820968
39,19.238,18.8214169396851
40,19.942,19.3562787983612
41,20.645,19.8863861046593
42,21.349,20.4096627749505
43,22.053,20.9228296299338
44,23.109,21.426440772132
45,23.93,21.9251691597989
46,24.634,22.407617373091
47,25.924,22.8497127075965
48,26.745,23.2920888394657
49,27.566,23.7298019904817
50,28.387,24.1482610995513
51,29.912,24.5358785663759
52,30.264,24.9253469100888
53,31.085,25.2737522487172
54,31.789,25.6259943466671
55,32.258,25.9711596144001
56,32.845,26.281905737293
57,33.079,26.5857590481172
58,33.197,26.8769868021589
59,33.314,27.1443934165132
60,33.314,27.3999518688059
61,33.314,27.6373896396771
62,33.314,27.8612541582047
63,33.079,28.0939984992968
64,32.962,28.2698306552861
65,32.728,28.4578397812448
66,32.61,28.6365749418072
67,32.141,28.7974953623417
68,31.906,28.9488779154013
69,31.672,29.0854318065715
70,31.32,29.2202480692335
71,31.085,29.332874229258
72,30.851,29.4531638589151
73,30.499,29.5594142323213
74,30.147,29.6659549943341
75,29.912,29.7692186681863
76,29.678,29.869859567541
77,28.857,29.9699441026864
78,28.857,30.0689021851866
79,28.622,30.1673662449619
80,28.387,30.2688487410982
81,28.153,30.3719528033485
82,27.918,30.4768364095846
83,27.801,30.5919546872009
84,27.566,30.7016886812396
85,27.449,30.8361637227974
86,27.332,30.9659427715807
87,27.214,31.1072723568979
88,27.097,31.2628813054607
89,27.214,31.4195665037685
90,27.214,31.575948231495
91,27.332,31.7692724861699
92,27.449,31.9573500503714
93,27.566,32.1551651716339
94,27.801,32.3572095617868
95,27.918,32.5778969491
96,28.153,32.8010281458448
97,28.622,33.0412268169893
98,28.857,33.2895859136124
99,29.795,33.5479224687937
100,30.381,33.814644841065
101,30.968,34.0862226656093
102,31.672,34.3692159605916
103,32.376,34.6625038662931
104,33.314,34.961606124242
105,34.018,35.2689149365349
106,34.722,35.5901570203721
107,35.66,35.9144895740144
108,36.481,36.2450710471151
109,37.068,36.5785496524593
110,37.772,36.9127172515395
111,38.475,37.2573600739483
112,39.062,37.601400261913
113,39.883,37.9496093965006
114,40.704,38.303789627222
115,41.173,38.6585475555383
116,41.76,39.0149720485473
117,42.112,39.3744760592823
118,42.464,39.7350175868002
119,42.698,40.0990629601555
120,42.815,40.4656229153879
121,42.815,40.8338827994439
122,42.815,41.2024334139019
123,42.815,41.5735235196996
124,42.815,41.9452151914984
125,42.815,42.3206445106814
126,42.933,42.6958950236619
127,42.933,43.0750646581691
128,42.933,43.4552235383828
129,43.05,43.8372928462433
130,43.05,44.221367140233
131,43.167,44.6070386739943
132,43.285,44.9975858332427
133,43.285,45.3897263920144
134,43.402,45.7845328604269
135,43.519,46.1816402521271
136,43.637,46.582066684101
137,43.989,46.9871567207438
138,44.34,47.395460690329
139,44.575,47.8048744909403
140,45.044,48.215221896828
141,45.396,48.627889713958
142,45.865,49.0415550851772
143,46.452,49.4574276439909
144,47.156,49.8740957775878
145,48.094,50.2912207594348
146,48.798,50.7081784308036
147,49.502,51.1251776638481
148,50.206,51.5397998844353
149,51.261,51.9520674150147
150,51.965,52.3622074838133
151,52.669,52.7679311146265
152,53.725,53.1684096639154
153,54.546,53.5657092816493
154,55.25,53.9560399611842
155,55.953,54.3367021187328
156,56.657,54.7179972670068
157,57.361,55.0751519410675
158,57.947,55.4324404870009
159,58.769,55.775229920514
160,59.707,56.1090298335331
161,60.411,56.4288424692413
162,60.997,56.7365371366479
163,61.701,57.0353982748634
164,62.288,57.3113953141398
165,62.757,57.5799401675498
166,63.109,57.8337961613214
167,63.578,58.0722518312874
168,63.578,58.2949174349632
169,63.695,58.5238024535338
170,63.695,58.7029522051123
171,63.813,58.8769411205678
172,63.813,59.0461926653544
173,63.93,59.1865458646825
174,63.93,59.3064045702333
175,64.047,59.4027919714681
176,64.047,59.4951733306229
177,64.047,59.5818158175932
178,64.047,59.6004526822742
179,64.047,59.6118059305558
180,63.93,59.6124163813443
181,63.813,59.5701334178228
182,63.695,59.5341631611018
183,63.343,59.46159838239
184,62.991,59.3573189038716
185,62.757,59.2612922795324
186,62.405,59.1464251175343
187,62.053,59.0052818036765
188,61.818,58.8430270826781
189,61.467,58.6861861547015
190,61.115,58.4850905026525
191,60.88,58.268160352986
192,60.293,58.0423581927322
193,59.942,57.8019851362882
194,59.824,57.5442066701198
195,58.886,57.2963503464324
196,58.769,57.0090719327701
197,58.299,56.7046589738908
198,57.83,56.3995556010512
199,57.596,56.0859610030134
200,57.244,55.7602682890123
201,56.892,55.4273423992985
202,56.423,55.0762999584023
203,56.071,54.7174762510392
204,55.719,54.3537166542571
205,55.367,53.982537428158
206,55.015,53.6027025391578
207,54.311,53.2164066514596
208,53.959,52.8216715046168
209,53.607,52.419737679877
210,53.021,52.0257024486909
211,52.552,51.6002066588868
212,52.2,51.1794300999969
213,51.613,50.7549072818032
214,51.261,50.323074060114
215,50.909,49.8881885834729
216,50.44,49.4486590279683
217,49.971,49.0037873854974
218,49.619,48.5625545994308
219,49.15,48.1093000614042
220,48.681,47.659744712536
221,48.211,47.2093277852114
222,47.859,46.7579185264201
223,46.921,46.3064169248557
224,46.452,45.8542329007769
225,45.865,45.4033539783305
226,45.279,44.9548192688747
227,44.81,44.5087581915284
228,43.871,44.0642541668465
229,43.285,43.6216801966052
230,42.815,43.1810288573688
231,42.112,42.7442463928213
232,41.408,42.3122194265219
233,40.821,41.8848191978133
234,39.766,41.4563984110082
235,39.062,41.0377751022859
236,38.475,40.6222784082332
237,37.889,40.2158771881337
238,36.833,39.8160026493394
239,36.247,39.4207404487492
240,35.777,39.0383437799811
241,35.308,38.660117298787
242,34.839,38.2962389595037
243,34.37,37.9301050976686
244,34.135,37.5733927731854
245,33.901,37.2237580441707
246,33.783,36.8834389062628
247,33.783,36.5335294740965
248,33.666,36.2146228371302
249,33.666,35.8935207754412
250,33.549,35.5764718777259
251,33.431,35.2689352131125
252,33.431,34.9664215357761
253,33.431,34.6733927387556
254,33.197,34.3826754277981
255,33.079,34.1020872275481
256,33.079,33.8188170455767
257,32.962,33.5423411988555
258,32.728,33.2723035564857
259,32.728,33.0045692652443
260,32.61,32.7379964746871
261,32.376,32.4740354895521
262,32.376,32.213287173666
263,32.258,31.9510210986344
264,32.024,31.6940111239954
265,31.906,31.4358114637507
266,31.672,31.1772311231371
267,31.672,30.9188466315768
268,31.437,30.6589946165384
269,31.203,30.3974206525713
270,30.968,30.1320021391944
271,30.851,29.8643038407064
272,30.616,29.5926437521876
273,30.381,29.3174794350527
274,30.147,29.0374899240087
275,29.912,28.7503383016118
276,29.795,28.4588919121287
277,29.795,28.1627018406841
278,28.857,27.8632807054256
279,28.857,27.5531482486073
280,28.739,27.2380972676599
281,28.387,26.9196677237066
282,28.27,26.5850868316799
283,27.918,26.248214039337
284,27.801,25.906855236357
285,27.332,25.5627832440374
286,27.097,25.2032610657049
287,26.745,24.8380135312103
288,26.276,24.4665689997973
289,26.041,24.0887037992133
290,25.572,23.7001343129065
291,25.337,23.3048584144853
292,24.986,22.9028458765192
293,24.634,22.486898354315
294,24.047,22.0719903766819
295,23.695,21.6477436456376
296,23.343,21.2072748352438
297,22.874,20.7659606583675
298,22.64,20.321212393858
299,22.17,19.867193663537
300,21.467,19.4061288077249
301,21.115,18.9379600958368
302,20.528,18.4661029609071
303,19.824,17.9895408559233
304,19.238,17.5108647844335
305,18.769,17.0259898823873
306,18.065,16.5348074857316
307,17.478,16.0419186459483
308,16.774,15.5452634271753
309,15.836,15.0462879510351
310,15.132,14.5458674407991
311,14.546,14.0446563338737
312,13.607,13.5425379284507
313,12.903,13.0398385783587
314,12.434,12.5389122944574
315,11.73,12.0383159975144
316,10.557,11.5385724618396
317,9.971,11.0411039492533
318,8.915,10.5460479231743
319,8.329,10.0476776744176
320,7.625,9.56493159081967
321,7.038,9.07987391567589
322,6.452,8.59656002941606
323,5.983,8.12193992494127
324,4.927,7.65140214012866
325,4.458,7.18390888231939
326,4.106,6.72496528561869
327,3.402,6.26786589947056
328,2.933,5.81629216674371
329,2.581,5.36545475304665
330,2.112,4.92366878364854
331,1.642,4.48514062329803
332,1.291,4.04849608198201
333,1.056,3.61827580276685
334,0.704,3.18962286999596
335,0.352,2.76396530402675
336,0.118,2.34321480542051
337,0,1.91979903929871
338,0.118,1.50594511554148
339,0,1.08972090816062
340,0,0.68025030989776
341,0,0.285517747262885
342,0,0
