Captura,Entrada,AG
1,0,0
2,0,0.290023632407915
3,0,0.690786097865191
4,0,1.10761149128892
5,0,1.52663440283761
6,0.235,1.94578006294848
7,0.469,2.3646942124154
8,0.704,2.78327390058504
9,1.056,3.20145318247772
10,1.525,3.61917190871665
11,1.877,4.03637122870305
12,2.346,4.45299299074925
13,2.698,4.86897971013381
14,2.933,5.28427461928627
15,3.402,5.69882172914539
16,3.871,6.1125658912601
17,4.575,6.52545285903214
18,5.044,6.93742934778716
19,5.513,7.34844309354813
20,5.983,7.75844291041161
21,6.804,8.16737874643057
22,7.273,8.57520173790769
23,7.859,8.98186426200215
24,8.446,9.38731998755306
25,8.915,9.79152392402181
26,9.854,10.1944324684561
27,10.675,10.5960034503778
28,11.144,10.9961961744979
29,11.848,11.3949714611611
30,12.552,11.7922916844245
31,13.021,12.1881208076755
32,14.076,12.5824244166938
33,14.78,12.9751697500671
34,15.367,13.3663257268681
35,16.071,13.7558629715053
36,17.126,14.1437538356619
37,17.83,14.5299724172388
38,18.417,14.9144945762226
39,19.238,15.2972979474008
40,19.942,15.6783619498534
41,20.645,16.0576677931497
42,21.349,16.4351984801899
43,22.053,16.8109388066279
44,23.109,17.1848753568265
45,23.93,17.5569964962925
46,24.634,17.9272923605519
47,25.924,18.2957548404291
48,26.745,18.6623775636996
49,27.566,19.0271558730956
50,28.387,19.3900868006468
51,29.912,19.7511690383525
52,30.264,20.1104029051809
53,31.085,20.4677903104074
54,31.789,20.8233347133064
55,32.258,21.1770410792216
56,32.845,21.528915832049
57,33.079,21.8789668031748
58,33.197,22.2272031769184
59,33.314,22.5736354325424
60,33.314,22.9182752828972
61,33.314,23.2611356097793
62,33.314,23.6022303960916
63,33.079,23.9415746549004
64,32.962,24.2791843554963
65,32.728,24.6150763465732
66,32.61,24.9492682766483
67,32.141,25.2817785118552
68,31.906,25.6126260512522
69,31.672,25.9418304397917
70,31.32,26.2694116791108
71,31.085,26.5953901363058
72,30.851,26.9197864508627
73,30.499,27.2426214399245
74,30.147,27.5639160020797
75,29.912,27.883691019865
76,29.678,28.2019672611811
77,28.857,28.5187652798244
78,28.857,28.8341053153448
79,28.622,29.148007192442
80,28.387,29.4604902201186
81,28.153,29.7715730908112
82,27.918,30.0812737797229
83,27.801,30.3896094445853
84,27.566,30.6965963260762
85,27.449,31.0022496491258
86,27.332,31.3065835253392
87,27.214,31.6096108567676
88,27.097,31.9113432412575
89,27.214,32.2117908796074
90,27.214,32.5109624847596
91,27.332,32.8088651932513
92,27.449,33.1055044791486
93,27.566,33.4008840706802
94,27.801,33.6950058697881
95,27.918,33.9878698748016
96,28.153,34.2794741064429
97,28.622,34.5698145373604
98,28.857,34.8588850253834
99,29.795,35.1466772506835
100,30.381,35.4331806570201
101,30.968,35.718382397241
102,31.672,36.0022672831992
103,32.376,36.2848177402387
104,33.314,36.5660137663925
105,34.018,36.8458328964268
106,34.722,37.1242501708548
107,35.66,37.4012381100328
108,36.481,37.676766693441
109,37.068,37.9508033442395
110,37.772,38.2233129191793
111,38.475,38.494257703936
112,39.062,38.763597413922
113,39.883,39.0312892006201
114,40.704,39.2972876634712
115,41.173,39.5615448673332
116,41.76,39.8240103655197
117,42.112,40.0846312284093
118,42.464,40.3433520776092
119,42.698,40.6001151256398
120,42.815,40.8548602210963
121,42.815,41.1075248992311
122,42.815,41.3580444378859
123,42.815,41.6063519186939
124,42.815,41.8523782934558
125,42.815,42.0960524555848
126,42.933,42.3373013165016
127,42.933,42.5760498868509
128,42.933,42.8122213623963
129,43.05,43.0457372144439
130,43.05,43.2765172846287
131,43.167,43.5044798838936
132,43.285,43.7295418954742
133,43.285,43.951618881699
134,43.402,44.1706251944012
135,43.519,44.3864740887309
136,43.637,44.5990778401484
137,43.989,44.8083478643718
138,44.34,45.0141948400422
139,44.575,45.2165288338679
140,45.044,45.415259427996
141,45.396,45.6102958493617
142,45.865,45.8015471007524
143,46.452,45.988922093327
144,47.156,46.1723297803198
145,48.094,46.3516792916604
146,48.798,46.5268800692344
147,49.502,46.6978420025109
148,50.206,46.8644755642571
