Captura,Entrada,AG
1,0,0
2,0,0.290641996417329
3,0,0.69225827686183
4,0,1.10997011189061
5,0,1.52988153482628
6,0.235,1.94991236261191
7,0.469,2.36970659573588
8,0.704,2.78916008410548
9,1.056,3.20820576805948
10,1.525,3.62678240276416
11,1.877,4.04483005286816
12,2.346,4.46228949244987
13,2.698,4.8791021741185
14,2.933,5.29521028044084
15,3.402,5.71055678658725
16,3.871,6.12508552374468
17,4.575,6.53874124169272
18,5.044,6.9514696702292
19,5.513,7.3632175793186
20,5.983,7.77393283786337
21,6.804,8.18356447100077
22,7.273,8.59206271582775
23,7.859,8.99937907545535
24,8.446,9.40546637129346
25,8.915,9.81027879346602
26,9.854,10.2137719492563
27,10.675,10.6159029094822
28,11.144,11.0166302526991
29,11.848,11.4159141071326
30,12.552,11.8137161902379
31,13.021,12.2099998457882
32,14.076,12.6047300783934
33,14.78,12.9978735853509
34,15.367,13.3893987857334
35,16.071,13.77927584662
36,17.126,14.1674767063793
37,17.83,14.5539750949142
38,18.417,14.9387465507847
39,19.238,15.3217684351244
40,19.942,15.7030199422729
41,20.645,16.0824821070498
42,21.349,16.4601378085989
43,22.053,16.83597177074
44,23.109,17.2099705587664
45,23.93,17.5821225726349
46,24.634,17.9524180365015
47,25.924,18.3208489845603
48,26.745,18.6874092431508
49,27.566,19.0520944091079
50,28.387,19.4149018243333
51,29.912,19.7758305465775
52,30.264,20.1348813164271
53,31.085,20.4920565205035
54,31.789,20.8473601508859
55,32.258,21.2007977607795
56,32.845,21.5523764164615
57,33.079,21.9021046455448
58,33.197,22.2499923816086
59,33.314,22.5960509052564
60,33.314,22.940292781669
61,33.314,23.2827317947318
62,33.314,23.6233828778242
63,33.079,23.9622620413686
64,32.962,24.2993862972475
65,32.728,24.6347735802036
66,32.61,24.9684426663508
67,32.141,25.3004130889303
68,31.906,25.6307050514571
69,31.672,25.9593393384095
70,31.32,26.2863372236232
71,31.085,26.6117203765611
72,30.851,26.9355107666346
73,30.499,27.2577305657647
74,30.147,27.5784020493727
75,29.912,27.8975474960023
76,29.678,28.2151890857772
77,28.857,28.5313487979068
78,28.857,28.8460483074571
79,28.622,29.1593088816078
80,28.387,29.4711512756228
81,28.153,29.7815956287636
82,27.918,30.0906613603792
83,27.801,30.3983670664074
84,27.566,30.7047304165268
85,27.449,31.0097680521971
86,27.332,31.3134954858291
87,27.214,31.6159270013236
88,27.097,31.9170755562188
89,27.214,32.2169526856857
90,27.214,32.5155684086068
91,27.332,32.8129311359733
92,27.449,33.1090475818314
93,27.566,33.4039226770062
94,27.801,33.6975594858244
95,27.918,33.9899591260568
96,28.153,34.2811206922898
97,28.622,34.571041182936
98,28.857,34.859715431081
99,29.795,35.1471360393595
100,30.381,35.4332933190467
101,30.968,35.7181752335391
102,31.672,36.0017673463938
103,32.376,36.2840527740833
104,33.314,36.5650121436146
105,34.018,36.8446235551504
106,34.722,37.1228625497595
107,35.66,37.3997020824132
108,36.481,37.6751125003319
109,37.068,37.9490615267755
110,37.772,38.2215142503596
111,38.475,38.492433119964
112,39.062,38.7617779452934
113,39.883,39.029505903131
114,40.704,39.2955715493179
115,41.173,39.5599268364751
116,41.76,39.822521137474
117,42.112,40.0833012746461
118,42.464,40.3422115547115
119,42.698,40.5991938093908
120,42.815,40.8541874416529
121,42.815,41.1071294775385
